,tweet,sarcasm,sentiment,dialect
2673,الاناضول عبر محيطاليمن الحوثيون يكثفون هجماتهم الصاروخيه صوب الجيش اليمني والحدود السعوديه,False,NEU,msa
2674,هجوم مجموعه كبيره الناس تايوان حديقه ظهور بوكيمون نادر الخريطه لعبه بوكيمون قو,False,NEU,msa
2675,الرياضه الكشف هويه افضل لاعب مباراه السعوديه والامارات قالت صحيفه الرياضيه السعوديه اختبار الاتحاد,False,NEU,msa
2676, ارتفاع الذهب سوريه بدايه العام سناب تداول السعوديه,False,NEU,msa
2677,فرنساالقضاء الفرنسي يدين مديره صندوق النقد الدولي كريستين لاغارد بتهمه الاهمال,False,NEG,msa
2678,المناظره الرءاسيه ميلانياترامب تتالق بتصميم باهظ غوتشي مشاهير,False,NEU,msa
2679,حزب ايران سمح سعد رءيس حكومهحزب ايران رفض اعطاء وزاره سياديه للقواتحزب ايران فرض ميشال عون وبقولوا هيدي شجاعه سعد,True,NEG,levant
2680,سءالوجودي ازاي ناس بتدفع فلوس علشان تتفرج عمرواديب كليوم,True,NEU,egypt
2681,بشار الاسد الدنمارك تتبع الولايات المتحده كالعمياء,True,NEG,msa
2682,الاعلام التقليدي مواجهه الاخبار الكاذبه امريكا وتويتر لانقاذ الارواح لبنان,False,NEG,msa
2683,اليمنيه استشهاد قيادي الجيش الوطني معارك تعز,False,NEU,msa
2684,الاخوان يمارسون الشحاته بمنطق انتو كفار وهتروحوا النار بس ابوس ايديكو ساعدونا يا كفار عشان ربنا ينصر الاسلام,True,NEG,egypt
2685,الخلل جربت لايوجد خدمه حجز الدرجه السياحيه,False,NEG,egypt
2686,روجر فيدرر يتدرب وباذن الله راجع بقوه,False,POS,msa
2687,لسنا عارض مرسي لسنا دعم الانقلاب لكننا دعم القتل وفوض القاتل,False,NEG,msa
2688,السلام عليكم كيفكم يارفاق ابي اسالكم وش التحاليل المهمه اللي ممكن اسويها سنتين التكميم رابطهالمتكممين,False,NEU,msa
2689,المسلط ايران تمول الارهاب وشعبها يعاني الفقر عبر,False,NEG,msa
2690,رودي جولياني حاكم نيويورك يطل براسه برج ترامبوجوه واشنطن العرب,False,NEU,msa
2691,ليست ركله جزاء فرجل الراهب تدخلت رجلي اسامه هوساوي مفترض فاول الراهب وطرد محمد السهلاوي النصرالاهلي النصر,False,NEG,gulf
2692,طقسالعرب موجهبارده تندفع لشمال المملكه الاثنين وتوقع ثلوج الحدودالشماليه باذن اللهاجواء بارده مغبره الرياض يومي الثلا,False,NEU,egypt
2693,السياره الرءاسيه الوحش الخاصه للرءيس ترامبامريكا البيتالابيض واشنطن,False,NEU,msa
2694,سخريه القدر الاخوان بارهابهم حينجحوا السيسي الدوله بغباءها حتنجح حمدين مصرابريل,True,NEG,egypt
2695,ابعدوو وقت البكاء,False,NEG,msa
2696,البحرين الافراج سماحه الشيخمحمودالصددي توقيف لعده خلفيه اداء صلاه الجماعه بيته ثبوت الهلال الجهات الرسميه صلاه الجماعه تنقل الكورونا,False,POS,egypt
2697,ايران والقضيه الفلسطينيه الوعود المعسوله,False,NEU,msa
2698,تستخدم العقاب اسقاط الطاءرات بدون طيار فلسطين غزه حماس,False,NEU,msa
2699,الصوره ليبيام لمءيدين ليبيين للاستعمار الايطالي نضال البطل عمرالمختار يحارب الاستع,False,NEU,msa
2700,وكامل الاحترام عباس اللي مسك لسانه وما شتمش,False,POS,egypt
2701,صحيفه شركه امازون ستفتتح مقر اقليمي الشرق الاوسط نهايه العام وسيكون مدينه دبي,False,NEU,msa
2702,متخلفين جهله ملهمش علاقه بي الدين الاسلام برياءمنهم افعلهم دول اوسخ اليهود,True,NEG,egypt
2703,اﻻمنجي عمرواديب المحامي اﻻمنجي خالدابوبكر بيروجوا لغلق المحلات مساءا رفضوا هشامقنديل يقفل المحلات,True,NEG,egypt
2704,الاهلي يواجه برشلونه بكامل نجومه,False,NEU,msa
2705,الله لايقول الله يحفظ الدول العربيه ويرجع سيسي لعقله العربي,True,NEU,msa
2706,يعني مابعرف شو المغزي منو شو الفكره حاسستو متل لعبه حركه ستوب,True,NEG,levant
2707,مظاهره اقامه مباراه ايران وكوريا عاشوراء,False,NEU,msa
2708,للاسف يا ابطال حلب الضرب الميت حرام فهاهي فلسطين اصبحت منسيه حلبتبادبسكوتالعرب,False,NEG,levant
2709,انت بتتريا عليا عشان باقولك تاخد حقك ههههههههههههههههههههه احييييييييييييييه بالصلصه تجيش اليف لك ضهرك,True,NEG,egypt
2710,داكشي اللي كاين تشك ات اون غوغل حني تنسميوه هرمي داك لي تيديروه العيد الكبير,False,NEU,magreb
2711,سيجارك يلخم يا كاستروانا عارف يساري شيوعي ليه لازم بيكون بيدخناسالتويتر,False,NEG,gulf
2712,مقاتلون منهاج الحسين السلامالثورهالحسينيهالامامالحسينلبيكياحسين ليلهالعاشر,False,NEU,msa
2713,احس دونالد ترامب زمناته قيي,True,NEG,levant
2714,اجمل توصيف لفوز ترامب سمعته الناخب قرفان الطبقه الحاكمه واشنطن ولقي مرشح قاله انا قرفان مثلك فانتخبه بس خلاص,True,NEG,egypt
2715,٨ ايران راس حربه التخريب سوريا والعراق واليمن المسءوله تسريب السموم المذهبيه مجتمعاتنا وتهديد وحدتها وعيش,False,NEG,msa
2716,الناشطون السوريون العالم مشغولون بزواج ريكي مارتن بشاب سوري حلال ام حرام حلب,False,NEU,msa
2717,الاحصاءيالثانيهعدد الناخبين المقترعين النسبه,False,NEU,msa
2718,ايه علاقه مرسي بنصر الاسلام الاسلام مظلوم مصر,False,NEU,egypt
2719,كنه سوريه ريكي مارتن,True,NEU,levant
2720,اسره لميس للتسويق تتمنا سنه سعيده اعياد مجيدهالاردن عمان,False,NEU,msa
2721,تشافي افتقد اللعب برشلونه وبيكيه مستاء ومحبط المحتوي كتب ايمن جيلبرتو,False,NEG,msa
2722,التقي الطفل بابا نويل وتلقي هديه امنيته الاخيره الماساه,False,NEG,msa
2723,قاءد الحرس يعترف بفقدان السيطره الامنيه شرقي وغربي ايران احوازناالاحواز السعوديه,False,NEU,msa
2724,منتخب العراق الطاءفي القميء الملاعب العربيه وذهب يلعب مباراته تايلند طهران ليءكد انسلاخ العراق عروبت,True,NEG,msa
2725,بكره احسن ولسه امل,False,POS,egypt
2726,الساده الافاضل بجريده المصري الخبر المنشور الغاء ندوه لي بنادي الشمس للدعايه الانتخابيه الخبر صحيح,False,NEU,msa
2727,نموذج للعاءله الفلسطينيه غزه القسامفخرالامه قساميون حماس غزه ماضونفخرا,False,POS,msa
2728,مءثر والده الاسير انس شديد المضرب الطعام ٦٠ يوما تعانق ولدها السماح بزيارتهفلسطين,False,NEG,msa
2729,قانون جاستاقبل وجود الارهابقبل وجود شء اسمه كونغرسقبل امريكاقبل يبحر كولمبوس ويكتشفهاالسعوديه موجوده وباقي,False,NEG,msa
2730,جاره القمر فيروز فيروزعيدنا,False,NEU,msa
2731,بزخم كبير شاهد احتفاء العديد مدارس صنعاء بذكري المولدالنبوي الشريف,False,NEU,msa
2732,تونس سوريافيالقلب,False,POS,msa
2733,الله ماتستحقمستشفي لعسكر بوتن المجرم وتريدهم يعتذرون,True,NEG,egypt
2734,تقيم اداره مهرجانالقاهرهالسينماءي ندوه للفيلم المصري,False,NEU,msa
2735,مسح الشراءط سجلت جراءم العادلي لماذا العادلي يضحك بسعاده اثناء محاكمته اتمني اجابه السءالين واحده,True,NEG,msa
2736,سبب تقدمه الاخير ولاء ومعونه سكان حلب الغربيه وللدفاع الوثني النصيري اهل السنه الشرقيه,False,NEU,msa
2737,جبران تويني ١٥ ١٩٥٧ ١٢ ٢٠٠٥ الله يرحمك,False,NEU,msa
2738,لكل طبل وصفق رقص تحالف حرب فجر ليبيا غرب ليبيا مدن قباءل ممكن يسمعولنا صوتهم اﻻضاع وصلنا اليهاافرازات,True,NEG,msa
2739,اليمنيه قيادي عسكري تعز الحوثيون يواصلون القصف المدفعي الاحياء السكنيه,False,NEG,msa
2740,معالي الرءيسالمضطر لقد وصلنا قاع الهاويه نزيفالدم ليبيا,False,NEG,msa
2741,حينما ينتصر الشعب ويشرق شمس الحريه الغيوم الانقلابيه يسترد سرق ثورهيناير,False,POS,egypt
2742,وبعدين حد افشل الرءيس كذبه واخلافه للوعودكثير اللي بتسميهم ثوره مضاده كانوا بيحترموه وبيتمنوا النجاح يستبد,False,NEG,egypt
2743,الاعلام الغربي يستخدم مصطلح الحرب السوريه لتفادي حقيقه النظامين السوري الروسي يذبحان الشعب السوري,False,NEU,msa
2744,حاجه كدا الماشي,False,NEU,egypt
2745,هافانا رحيل فيديلكاسترو ليست قبله ✌ شخص يشاركون وداع رماد فيديل كاسترو وداعا كاسترو,False,POS,msa
2746,نحب اللغه العربيه لانها لغه القران ولان نبينا عربي ولانها لغه اهل الجنه اليومالعالميللغهالعربيه غردبصوره,False,POS,msa
2747,تخيل استاذ قرار دوله تشتكي ازمه اقتصاديه والدين العام وصل لاعلي نسبه واغلب مواطنيه يعانون ضيق العيش الاجنبي المعسر يرجع بلده تدعمه ليش يبقي عندنا ونصرف تعدت الحدود,False,NEG,msa
2748,موقف مرسي القضيه السوريههذا مجموعته وصلوا للحكم بدعويالتدين الشريعه الجهادالاسلام ايقافامدادمصربالنفط,False,NEG,msa
