token,frequency,token_preprocessed
لتدخل,4,لتدخل
الضجة,4,الضجة
تعادل,58,تعادل
مناطق,38,مناطق
اللندنية,4,اللندنية
الإجتماع,2,الإجتماع
الثلاثي,11,الثلاثي
لايشمل,2,لايشمل
وداعش,30,وداعش
مصارعة,3,مصارعة
الثيران,2,الثيران
المتعةلو,2,المتعةلو
اسلامية,10,اسلامية
لصورها,2,لصورها
كدليل,2,كدليل
يكفي,48,يكفي
امريكيا,2,امريكيا
فرنسيا,2,فرنسيا
واولاند,2,واولاند
مسيرتنا,2,مسيرتنا
وزعيم,6,وزعيم
نهضتنا,2,نهضتنا
وحكمة,3,وحكمة
قيادتنا,4,قيادتنا
ووالد,3,ووالد
لتفادي,5,لتفادي
شتاينماير,4,شتاينماير
بمزيد,6,بمزيد
ويمثل,3,ويمثل
وأي,13,وأي
العر,4,العر
بلاغ,11,بلاغ
للنائب,7,للنائب
هدد,17,هدد
والاعدام,2,والاعدام
قيد,20,قيد
الانتظار,14,الانتظار
Waiting,3,Waiting
ios10problems,4,ios10problems
حارة,12,حارة
يهودي,15,يهودي
انقلا,2,انقلا
ايوان,4,ايوان
يهدف,11,يهدف
لتمليك,2,لتمليك
قيمتها,6,قيمتها
متعمد,8,متعمد
سانا,2,سانا
مختاريان,2,مختاريان
التصفيق,33,التصفيق
الحاد,2,الحاد
لتكريم,8,لتكريم
لفتاة,2,لفتاة
مسيحية,2,مسيحية
شعرت,9,شعرت
يصفقون,3,يصفقون
ينتظرون,11,ينتظرون
إسلامها,2,إسلامها
اسحبوا,3,اسحبوا
محايدة,9,محايدة
ميثاق,9,ميثاق
نلتف,2,نلتف
حوله,16,حوله
جميعاأولويتنا,2,جميعاأولويتنا
توحيد,10,توحيد
الصدام,4,الصدام
والفوضى,10,والفوضى
عزلة,4,عزلة
تتزايد,6,تتزايد
مواطنيها,8,مواطنيها
حقراء,2,حقراء
ممولى,2,ممولى
أهلهم,7,أهلهم
اليوان,8,اليوان
توقيع,19,توقيع
تبادل,8,تبادل
الحتة,2,الحتة
بتاعة,19,بتاعة
تستبيح,2,تستبيح
خداعي,2,خداعي
باشوف,3,باشوف
بشراب,2,بشراب
شبيكة,2,شبيكة
وسيجارة,2,وسيجارة
بمبسم,2,بمبسم
وميك,2,وميك
آب,6,آب
تقيل,7,تقيل
وغمازة,2,وغمازة
عيرة,2,عيرة
وإنت,4,وإنت
عناد,3,عناد
الشرس,3,الشرس
ووفاء,3,ووفاء
وحنكة,3,وحنكة
يللي,16,يللي
ساعدو,5,ساعدو
ساعدت,7,ساعدت
المسيحية,4,المسيحية
مشكور,6,مشكور
يطبع,3,يطبع
ويتحالف,2,ويتحالف
اللتين,2,اللتين
تدمران,2,تدمران
وأهلها,10,وأهلها
المسل,4,المسل
والدفاع,17,والدفاع
توصل,19,توصل
قارية,7,قارية
بينك,10,بينك
اندورا,5,اندورا
203,4,203
بالتصنيف,7,بالتصنيف
مساكين,15,مساكين
ماعندكم,9,ماعندكم
الاصلي,8,الاصلي
امبيد,2,امبيد
سناتر,2,سناتر
ديفيز,4,ديفيز
تصبحون,6,تصبحون
أصدقاء,6,أصدقاء
جبال,8,جبال
الكرمل,2,الكرمل
اتكلم,32,اتكلم
بتقيس,2,بتقيس
قيمك,2,قيمك
رواجها,2,رواجها
نوآل,6,نوآل
آلزغبي,6,آلزغبي
آغلى,2,آغلى
آلحبآيب,2,آلحبآيب
يشعل,15,يشعل
انستغرام,9,انستغرام
بطرافته,2,بطرافته
الغائب,9,الغائب
الحاضر,17,الحاضر
شفناها,4,شفناها
هنشوفه,2,هنشوفه
بدلة,41,بدلة
شرطة,34,شرطة
هيرجع,9,هيرجع
لامه,2,لامه
ملفوف,2,ملفوف
بدلته,5,بدلته
برود,4,برود
ارسل,20,ارسل
اشتراك,4,اشتراك
0502047778,2,0502047778
عشره,7,عشره
فايزين,3,فايزين
الكابتن,18,الكابتن
اعترف,37,اعترف
بيصوت,2,بيصوت
بتسف,4,بتسف
التراب,19,التراب
هههههههههههههه,12,هههههههههههههه
حرقاك,2,حرقاك
أقرع,2,أقرع
سمعتها,8,سمعتها
احسها,2,احسها
وافهمها,2,وافهمها
وعرف,3,وعرف
اووى,2,اووى
كلى,5,كلى
ملكك,2,ملكك
يرشح,10,يرشح
فرنجية,4,فرنجية
المبحوح,2,المبحوح
تميم,158,تميم
زيي,9,زيي
واركب,2,واركب
القرآنية,11,القرآنية
نكون,35,نكون
أعزاء,2,أعزاء
عزيزا,2,عزيزا
رجالا,7,رجالا
أعدائنا,4,أعدائنا
يحتوي,4,يحتوي
كاميرا,14,كاميرا
صنعت,12,صنعت
إل,10,إل
قولي,20,قولي
يعمق,2,يعمق
جراح,4,جراح
ضيفه,4,ضيفه
سندرلاند,2,سندرلاند
علمانيا,2,علمانيا
تشتم,13,تشتم
اتطبب,2,اتطبب
بالجوع,4,بالجوع
باباراتزى,4,باباراتزى
الفخرانى,4,الفخرانى
لإبراهيم,3,لإبراهيم
عيسى,28,عيسى
تركه,3,تركه
لمنصبه,2,لمنصبه
المهندس,19,المهندس
paparazzi,4,paparazzi
شاهدته,5,شاهدته
الأطلاق,4,الأطلاق
سلسة,5,سلسة
By,2,By
Lake,2,Lake
الطابع,4,الطابع
الانساني,5,الانساني
عجقة,2,عجقة
ابوقيس,2,ابوقيس
حققت,16,حققت
معنوي,3,معنوي
حذار,4,حذار
حمزه,14,حمزه
بيانه,2,بيانه
المهزأين,2,المهزأين
التفريط,32,التفريط
ولاتملك,2,ولاتملك
جدو,4,جدو
مبرووك,4,مبرووك
عملات,4,عملات
اروع,10,اروع
المختطفين,3,المختطفين
الاحشاء,2,الاحشاء
بالاعضاء,2,بالاعضاء
قتلهم,6,قتلهم
والزنكي,2,والزنكي
ثانيا,31,ثانيا
اللينك,11,اللينك
ثالثا,6,ثالثا
بمقال,4,بمقال
الخلاصة,11,الخلاصة
فايدة,9,فايدة
نوينا,2,نوينا
نعشق,5,نعشق
آبد,2,آبد
كآنت,2,كآنت
سالفه,5,سالفه
وصرنا,2,وصرنا
نعيش,42,نعيش
الاسرائيلى,3,الاسرائيلى
غيبوبة,7,غيبوبة
العلاج,16,العلاج
أسباب,50,أسباب
بعيدا,36,بعيدا
وعن,33,وعن
التعصب,6,التعصب
لقطه,5,لقطه
ليو,8,ليو
مواهب,7,مواهب
يمنية,6,يمنية
ايدول,6,ايدول
مليارات,66,مليارات
العمره,25,العمره
هوي,22,هوي
مصرليس,2,مصرليس
أشد,19,أشد
علينامن,2,علينامن
كربة,2,كربة
ومايجري,2,ومايجري
ومايخطط,2,ومايخطط
ومايراد,2,ومايراد
تكالبوا,2,تكالبوا
ملاحقتهم,2,ملاحقتهم
لارتكابهم,2,لارتكابهم
beINmatchpoint,2,beINmatchpoint
اغرد,5,اغرد
يأخي,2,يأخي
مفتقدين,2,مفتقدين
ومفتقدين,2,ومفتقدين
تعليقك,4,تعليقك
مبارياته,11,مبارياته
يالشطي,2,يالشطي
نقدر,19,نقدر
نتخيل,6,نتخيل
بدونكم,9,بدونكم
بينقلوا,2,بينقلوا
بالعقلية,3,بالعقلية
إزاي,20,إزاي
تثق,9,تثق
وتسلمها,2,وتسلمها
قدرة,10,قدرة
مدهشة,4,مدهشة
ماتعلمش,2,ماتعلمش
واستفاد,7,واستفاد
وفاد,2,وفاد
بذكاء,3,بذكاء
اتعاصش,2,اتعاصش
امني,9,امني
للمواطنة,2,للمواطنة
وطنناالحبيب,2,وطنناالحبيب
نشرالخيروالتكاتف,2,نشرالخيروالتكاتف
أفراده,2,أفراده
ضدأعداء,2,ضدأعداء
السعوديات,7,السعوديات
ثايرون,2,ثايرون
نستسلم,2,نستسلم
تتزوج,6,تتزوج
وجههاالنهارده,2,وجههاالنهارده
الخميساحمد,2,الخميساحمد
وحرقوا,2,وحرقوا
وأصابوا,2,وأصابوا
واعتقلوا,3,واعتقلوا
ولاحقوا,2,ولاحقوا
وطردوا,3,وطردوا
واهانوا,2,واهانوا
وشوهوا,3,وشوهوا
احشد,2,احشد
أغسطس,12,أغسطس
لغوا,2,لغوا
خاصية,10,خاصية
switch,2,switch
account,2,account
تحديثات,8,تحديثات
ماسينجر,2,ماسينجر
غباء,34,غباء
الأبليكيشن,2,الأبليكيشن
بيحصل,38,بيحصل
أوكسفام,2,أوكسفام
ارتكبت,7,ارتكبت
بالمدنيين,2,بالمدنيين
اقلها,3,اقلها
مستقره,3,مستقره
نوعا,6,نوعا
فكم,8,فكم
دوله,92,دوله
يدافعون,14,يدافعون
بلادهم,15,بلادهم
تدمرت,7,تدمرت
بالخير,22,بالخير
تلاوة,10,تلاوة
عقده,9,عقده
روميو,3,روميو
يرونا,3,يرونا
اقف,5,اقف
مشدوها,2,مشدوها
عاجزا,4,عاجزا
تطلين,2,تطلين
شرفة,3,شرفة
اذهب,7,اذهب
سأمد,2,سأمد
يدي,8,يدي
اتلمسك,2,اتلمسك
لنبقى,2,لنبقى
خلقنا,5,خلقنا
لأحبك,2,لأحبك
أبيدوا,2,أبيدوا
وخدعت,2,وخدعت
الأكثرية,2,الأكثرية
السوريون,6,السوريون
فيعرفون,2,فيعرفون
الجزار,4,الجزار
فصبروا,2,فصبروا
فظاعة,2,فظاعة
الإرها,2,الإرها
ظل,75,ظل
مقاوم,6,مقاوم
للاحتلال,6,للاحتلال
تلميذة,2,تلميذة
ارزة,2,ارزة
غريييب,2,غريييب
الاصيله,4,الاصيله
ورثوا,2,ورثوا
المقلوب,2,المقلوب
للظلم,7,للظلم
اعدلوا,2,اعدلوا
يسبب,5,يسبب
الازعاج,4,الازعاج
اعطاهم,2,اعطاهم
الجرأة,7,الجرأة
مسفر,2,مسفر
طلال,60,طلال
مشعل,20,مشعل
ينط,3,ينط
ططفران,2,ططفران
الراشد,14,الراشد
تدرس,7,تدرس
وعوائلهم,2,وعوائلهم
خرجت,65,خرجت
الراشدين,5,الراشدين
وجه,1693,وجه
فإنها,5,فإنها
صدقة,7,صدقة
للصعود,4,للصعود
مااوقحك,2,مااوقحك
ومعلمك,2,ومعلمك
والبهايم,2,والبهايم
جابتك,4,جابتك
بولز,2,بولز
جيمي,11,جيمي
باتلركن,2,باتلركن
نيو,8,نيو
أورلينز,2,أورلينز
بيليكانز,2,بيليكانز
انتوني,2,انتوني
ديفيس,2,ديفيس
يانبى,2,يانبى
حضروا,7,حضروا
زفاف,12,زفاف
برجا,2,برجا
Saad,2,Saad
Ramadan,2,Ramadan
مستشار,25,مستشار
البعثة,4,البعثة
الإيرانية,27,الإيرانية
بتقديمه,2,بتقديمه
إقرارا,2,إقرارا
ضريبيا,2,ضريبيا
كاذبا,4,كاذبا
يخفض,6,يخفض
راتبه,3,راتبه
وبالتآمر,2,وبالتآمر
لانتهاك,2,لانتهاك
للعقوبات,3,للعقوبات
الشرقيه,8,الشرقيه
تتهجر,2,تتهجر
سكان,20,سكان
الغربيه,7,الغربيه
يحتفلو,3,يحتفلو
حقيقي,47,حقيقي
الفاصل,7,الفاصل
كاظم,12,كاظم
والصحافية,2,والصحافية
الوفدشاهد,6,الوفدشاهد
تنهى,3,تنهى
أحدى,4,أحدى
جولتها,8,جولتها
جيرسى,2,جيرسى
المهمشة,2,المهمشة
مدار,15,مدار
العصور,7,العصور
السابقة,39,السابقة
واحتمال,4,واحتمال
يغير,24,يغير
الفانلة,2,الفانلة
بتاعتو,3,بتاعتو
لايقة,2,لايقة
شيكابالا,207,شيكابالا
بالضعيف,2,بالضعيف
المستورعندما,2,المستورعندما
ارادت,8,ارادت
تعويض,7,تعويض
تمنحهم,2,تمنحهم
امارة,6,امارة
يملكوها,2,يملكوها
وتدار,4,وتدار
بواسطة,14,بواسطة
اسرة,6,اسرة
عميلة,4,عميلة
لحسابهم,3,لحسابهم
وتكون,11,وتكون
خنجر,2,خنجر
الامة,39,الامة
الخاطرة,2,الخاطرة
موضوع,117,موضوع
كفاءة,5,كفاءة
النسب,3,النسب
وتبريره,2,وتبريره
مستمسكا,2,مستمسكا
الشبهات,4,الشبهات
للتنفير,2,للتنفير
مسترجي,2,مسترجي
لعشرة,2,لعشرة
اغبي,9,اغبي
سوال,15,سوال
كتبته,20,كتبته
بقوقل,6,بقوقل
احبه,10,احبه
ياكوكي,4,ياكوكي
ومعاي,4,ومعاي
تعاويذ,4,تعاويذ
السحريه,6,السحريه
اشارك,3,اشارك
كلي,9,كلي
افوز,6,افوز
ايفوت,2,ايفوت
ياتي,11,ياتي
بعا,3,بعا
لطيف,13,لطيف
تدشين,15,تدشين
الازدحام,2,الازدحام
الشديد,19,الشديد
التسعينياتكانت,2,التسعينياتكانت
بيشلوها,2,بيشلوها
بالسيارة,3,بالسيارة
الحيوان,12,الحيوان
شدة,10,شدة
البرد,13,البرد
وتجمد,2,وتجمد
الخيام,9,الخيام
تطوع,4,تطوع
لاغتيال,6,لاغتيال
واعتبر,2,واعتبر
رحلتك,4,رحلتك
مجانية,15,مجانية
رساله,28,رساله
غاب,13,غاب
المرحلة,40,المرحلة
تمر,20,تمر
بيقولو,19,بيقولو
ألفاظ,2,ألفاظ
خارجه,3,خارجه
خصاره,4,خصاره
يتسموا,2,يتسموا
زييت,4,زييت
مأساوي,4,مأساوي
ولعنة,4,ولعنة
ستلاحق,2,ستلاحق
الكاسير,6,الكاسير
الاتلتيكو,2,الاتلتيكو
يؤدي,20,يؤدي
الصعب,10,الصعب
لعبهم,3,لعبهم
مغردا,3,مغردا
غيابك,13,غيابك
ملتزما,2,ملتزما
بالمبادئ,2,بالمبادئ
استشهدت,5,استشهدت
اجلها,4,اجلها
حلمت,10,حلمت
اجله,3,اجله
حلمى,8,حلمى
تكريمه,6,تكريمه
سأفتخر,2,سأفتخر
حياتىCBC,2,حياتىCBC
الراعى,2,الراعى
الإعلامي,43,الإعلامي
لمهرجان,4,لمهرجان
وتزوج,3,وتزوج
امراته,2,امراته
بطيخ,10,بطيخ
اغلاق,7,اغلاق
مطلب,27,مطلب
مساعد,20,مساعد
سيدفع,6,سيدفع
واللاجئين,8,واللاجئين
علناالسيسي,2,علناالسيسي
زلنا,6,زلنا
نحذر,3,نحذر
فوري,9,فوري
مناورةبمناسبة,2,مناورةبمناسبة
قووووووووووه,2,قووووووووووه
ياجند,2,ياجند
إيجابي,15,إيجابي
لترشح,3,لترشح
فسيكون,2,فسيكون
القناعة,5,القناعة
مرشحى,5,مرشحى
الحزبين,2,الحزبين
بيصرخ,2,بيصرخ
اتنيلت,2,اتنيلت
وبتنهار,2,وبتنهار
نردد,5,نردد
إسرائيليه,2,إسرائيليه
وامريكيه,2,وامريكيه
يبرئنا,2,يبرئنا
المستند,2,المستند
لآيات,3,لآيات
القران,11,القران
سيضيف,2,سيضيف
إلينا,7,إلينا
الغبا,4,الغبا
يسألونك,2,يسألونك
هاهم,7,هاهم
الأرهابيون,2,الأرهابيون
أخافوا,2,أخافوا
وحقوق,15,وحقوق
الإنسانأنهم,2,الإنسانأنهم
ارهابيون,3,ارهابيون
بنظر,3,بنظر
ايا,10,ايا
سار,10,سار
وأين,5,وأين
ركن,14,ركن
سلي,2,سلي
ووووو,3,ووووو
عبدالسلام,12,عبدالسلام
ملاعبية,2,ملاعبية
ليتوال,2,ليتوال
ماتش,181,ماتش
أولمبيك,2,أولمبيك
بوزيد,2,بوزيد
بوليس,2,بوليس
الآداب,6,الآداب
hDone,2,hDone
تجربة,30,تجربة
المهام,7,المهام
اليومية,15,اليومية
بفاعلية,5,بفاعلية
وهدفه,4,وهدفه
وتسكين,2,وتسكين
أمي,23,أمي
الفصول,3,الفصول
ألاف,6,ألاف
اولوية,5,اولوية
يالبيه,4,يالبيه
نفذوله,2,نفذوله
مطالبه,4,مطالبه
اذلهم,2,اذلهم
وألب,2,وألب
وفقد,4,وفقد
ثقت,2,ثقت
شأن,25,شأن
مجتمع,23,مجتمع
ولادولة,2,ولادولة
بتقييم,2,بتقييم
بأنك,10,بأنك
جمعتنا,5,جمعتنا
POP,2,POP
ART,4,ART
ألبومات,2,ألبومات
الفارس,7,الفارس
للجمهور,11,للجمهور
لدعمك,2,لدعمك
ورثاء,2,ورثاء
شوري,5,شوري
مجاهدي,4,مجاهدي
ضبط,22,ضبط
طن,7,طن
سكر,6,سكر
مخزن,6,مخزن
يمتلكه,2,يمتلكه
سورى,2,سورى
بقصد,10,بقصد
الاحتكار,3,الاحتكار
اوغلو,2,اوغلو
الإدلاء,3,الإدلاء
