Unnamed: 0,Arabic Term,Positive Count,Negative Count,Buckwalter index,Sentiment Score
14068,اخبل,1,8,Axbl,-1.615
14069,غنيمة,28,8,gnymp,1.0590000000000002
14070,ووناسه,7,8,wwnAsh,-0.22899999999999998
14071,اقوووول,4,9,Aqwwwwl,-0.804
14072,نهر,65,90,nhr,-0.43200000000000005
14073,متفرجتش,18,11,mtfrjt$,0.348
14074,يبغو,7,5,ybgw,0.177
14075,الللللله,4,8,Allllllh,-0.6990000000000001
14076,قادمة,8,3,qAdmp,0.7
14077,يعافيج,23,7,yEAfyj,0.988
14078,ازدواج,5,1,{zdwAj,0.988
14079,هفف,8,167,hff,-3.0380000000000003
14080,هقابل,7,7,hqAbl,-0.111
14081,لييه,81,137,lyyh,-0.632
14082,تجنن,47,109,tjnn,-0.94
14083,كيوط,7,6,kywT,0.022000000000000002
14084,اسعديني,2,10,AsEdyny,-1.41
14085,هاقدر,8,7,hAqdr,0.006999999999999999
14086,فواز,129,206,fwAz,-0.5760000000000001
14087,شوكران,12,5,$wkrAn,0.662
14088,مصدقش,7,2,mSdq$,0.87
14089,النهرده,16,17,Alnhrdh,-0.168
14090,هحب,11,7,hHb,0.294
14091,اعمليلي,49,24,AEmlyly,0.5820000000000001
14092,نافلة,5,2,nAflp,0.5820000000000001
14093,الام,22,28,AlAm,-0.34299999999999997
14094,مافكرتش,5,2,mAfkrt$,0.5820000000000001
14095,بيفرق,33,14,byfrq,0.7070000000000001
14096,زكرني,2,5,zkrny,-0.804
14097,اغسطس,12,6,AgsTs,0.508
14098,جثام,6,6,jvAm,-0.111
14099,بادرس,6,1,bAdrs,1.1420000000000001
14100,تحذير,27,19,tH*yr,0.225
14101,# عبس,0,20,#Ebs,-3.156
14102,ارتاب,1,6,{rtAb,-1.364
14103,# حصل,5,5,#HSl,-0.111
14104,المانقا,7,12,AlmAnqA,-0.597
14105,# يلا _ نفجر _ بعض,5,0,#ylA_nfjr_bED,1.681
14106,b1a4,1,8,b1a4,-1.615
14107,تسذا,40,83,ts*A,-0.828
14108,ابتلشنا,6,4,Abtl$nA,0.225
14109,الاحيااء,2,5,AlAHyAA',-0.804
14110,شافعي,36,29,$AfEy,0.099
14111,# وعر,1,7,#wEr,-1.4969999999999999
14112,ثنائي,55,77,vnA}y,-0.442
14113,بعدج,6,9,bEdj,-0.46799999999999997
14114,ماتيجو,7,0,mAtyjw,1.9680000000000002
14115,# جرح,11,45,#jrH,-1.455
14116,: ) ) ) ) ),38,8,:))))),1.355
14117,بستهبل,13,11,bsthbl,0.043
14118,مخلصش,19,8,mxlS$,0.687
14119,# rid,0,5,#rid,-1.903
14120,غافل,22,47,gAfl,-0.847
14121,ديتول,16,5,dytwl,0.93
14122,لفسطين,0,12,lfsTyn,-2.676
14123,اماانة,1,9,AmAAnp,-1.72
14124,حسسبي,4,25,Hssby,-1.76
14125,ذيك,91,387,*yk,-1.55
14126,بتنجان,25,12,btnjAn,0.5820000000000001
14127,المبتعث,10,2,AlmbtEv,1.188
14128,لاحظو,3,5,lAHZw,-0.517
14129,مسالمة,7,22,msAlmp,-1.167
14130,فون,76,51,fwn,0.282
14131,زامي,5,1,zAmy,0.988
14132,بتضحكي,41,16,btDHky,0.7929999999999999
14133,مضلل,7,2,mDll,0.87
14134,مكلمتوش,3,7,mklmtw$,-0.804
14135,بتتباهي,10,0,bttbAhy,2.287
14136,شنق,23,24,$nq,-0.152
14137,اثار,133,154,AvAr,-0.257
14138,رسمتين,5,1,rsmtyn,0.988
14139,مساهم,13,1,msAhm,1.835
14140,انقليزي,60,143,Anqlyzy,-0.97
14141,متوهق,8,6,mtwhq,0.14
14142,الدراجي,0,5,AldrAjy,-1.903
14143,فهميني,38,19,fhmyny,0.557
14144,فلحتي,5,0,flHty,1.681
14145,amany,5,1,amany,0.988
14146,ابوتريكه,6,5,Abwtrykh,0.043
14147,بتصلي,19,23,btSly,-0.293
14148,fake,32,3,fake,1.999
14149,"حاضر ,",9,0,"HADr,",2.1919999999999997
14150,جدول,246,384,jdwl,-0.555
14151,جاااي,6,7,jAAAy,-0.245
14152,واااااي,2,5,wAAAAAy,-0.804
14153,مانتش,6,1,mAnt$,1.1420000000000001
14154,ضفني,7,1,Dfny,1.275
14155,جثمان,2,12,jvmAn,-1.577
14156,باباكي,14,2,bAbAky,1.4980000000000002
14157,مارح,93,136,mArH,-0.488
14158,ماتعمليش,9,2,mAtEmly$,1.093
14159,كابيلو,6,2,kAbylw,0.736
14160,سادي,24,11,sAdy,0.623
14161,ميلنر,2,7,mylnr,-1.092
14162,احتضر,11,40,{HtDr,-1.34
14163,# شاب,3,5,#$Ab,-0.517
14164,نهاد,14,6,nhAd,0.6509999999999999
14165,سوووو,5,4,swwww,0.071
14166,موراضي,2,10,mwrADy,-1.41
14167,نسبتك ?,2,7,nsbtk?,-1.092
14168,بريكنق,2,10,bryknq,-1.41
14169,اذكي,60,17,A*ky,1.109
14170,يتملعن,2,5,ytmlEn,-0.804
14171,زلابيه,6,2,zlAbyh,0.736
14172,هيتعاد,6,1,hytEAd,1.1420000000000001
14173,تلفون,300,238,tlfwn,0.12
14174,هالفيديو,9,16,hAlfydyw,-0.642
14175,الرياكشن,10,1,AlryAk$n,1.594
14176,صايبني,0,6,SAybny,-2.057
14177,اكلج,4,20,Aklj,-1.546
14178,هالبيتين,5,3,hAlbytyn,0.294
14179,ميوزك,6,16,mywzk,-0.998
14180,# حش,2,19,#H$,-2.008
14181,جاينا,7,10,jAynA,-0.429
14182,اوكسجين,5,6,Awksjyn,-0.265
14183,playing,11,1,playing,1.681
14184,وبتمشي,5,2,wbtm$y,0.5820000000000001
14185,سجدة,8,13,sjdp,-0.5529999999999999
14186,# مما _ قرات,7,0,#mmA_qrAt,1.9680000000000002
14187,واكتبي,17,5,wAktby,0.988
14188,تهييس,14,3,thyys,1.2109999999999999
14189,تيتا,14,16,tytA,-0.23600000000000002
14190,كاهل,8,3,kAhl,0.7
14191,انفجع,3,10,AnfjE,-1.123
14192,اووووووه,12,4,Awwwwwwh,0.8440000000000001
14193,وضيع,30,19,wDyE,0.327
14194,متنسوش,9,7,mtnsw$,0.11199999999999999
14195,بتسحبون,0,7,btsHbwn,-2.19
14196,صفح,137,130,SfH,-0.059000000000000004
14197,غيركوا,7,5,gyrkwA,0.177
14198,اخيل,5,2,Axyl,0.5820000000000001
14199,خود,33,5,xwd,1.624
14200,عاوزينه,15,2,EAwzynh,1.5630000000000002
14201,ماتوقعت,30,92,mAtwqEt,-1.21
14202,فيدرير,7,1,fydryr,1.275
14203,مبعثر,5,13,mbEvr,-0.958
14204,حسبيي,0,6,Hsbyy,-2.057
14205,هادور,11,0,hAdwr,2.374
14206,خلايجه,6,2,xlAyjh,0.736
14207,حسك,40,46,Hsk,-0.248
14208,# من _ مهاراتك _ التكتيكية,7,0,#mn_mhArAtk_Altktykyp,1.9680000000000002
14209,مارك,164,318,mArk,-0.77
14210,# رياضة,3,6,#ryADp,-0.6709999999999999
14211,مهلل,8,0,mhll,2.086
14212,فاقدهه,0,9,fAqdhh,-2.414
14213,# ثورة _ المهندسين,5,0,#vwrp_Almhndsyn,1.681
14214,اوزعتي,6,0,AwzEty,1.835
14215,golden,5,1,golden,0.988
14216,الجلكسي,6,17,Aljlksy,-1.056
14217,# السعادة _ عباره _ عن,3,7,#AlsEAdp_EbArh_En,-0.804
14218,دورة,248,196,dwrp,0.12300000000000001
14219,ياجعلك,5,19,yAjElk,-1.315
14220,مقشة,18,5,mq$p,1.042
14221,يتيم,75,141,ytym,-0.736
14222,وبسس,4,10,wbss,-0.9
14223,راف,66,42,rAf,0.332
14224,خوذيني,3,9,xw*yny,-1.0270000000000001
14225,حيز,19,5,Hyz,1.093
14226,ييبو,2,5,yybw,-0.804
14227,دعبانه,0,7,dEbAnh,-2.19
14228,اءءءءءءءء,2,6,A'''''''',-0.958
14229,سمولينغ,1,6,smwlyng,-1.364
14230,# كاظم _ الساهر,3,6,#kAZm_AlsAhr,-0.6709999999999999
14231,اشبيك,2,5,A$byk,-0.804
14232,اعتماد,40,12,{EtmAd,1.038
14233,مرفه,15,2,mrfh,1.5630000000000002
14234,سمجمج,0,23,smjmj,-3.2889999999999997
14235,فسطاط,7,0,fsTAT,1.9680000000000002
14236,بتنفع,16,8,btnfE,0.525
14237,يقلبي,18,239,yqlby,-2.647
14238,نومهاا,0,5,nwmhAA,-1.903
14239,بالواتس,20,52,bAlwAts,-1.037
14240,ميكيل,12,5,mykyl,0.662
14241,la2,3,6,la2,-0.6709999999999999
14242,ماعجبك,11,5,mAEjbk,0.5820000000000001
14243,تنخلق,0,7,tnxlq,-2.19
14244,انتبهو,9,18,Antbhw,-0.753
14245,كلش,136,232,kl$,-0.642
14246,# ليبيا,19,28,#lybyA,-0.483
14247,هالمقطع,17,34,hAlmqTE,-0.7759999999999999
14248,متعرفش,119,48,mtErf$,0.785
14249,بطال,31,21,bTAl,0.264
14250,محافظ,166,56,mHAfZ,0.9640000000000001
14251,اوزبكي,17,9,Awzbky,0.47700000000000004
14252,يوب,10,9,ywb,-0.016
14253,يونغجي,0,9,ywngjy,-2.414
14254,جواز,330,83,jwAz,1.26
14255,دهم,15,15,dhm,-0.111
14256,حبا,215,276,HbA,-0.36
14257,زكرة,15,20,zkrp,-0.38299999999999995
14258,سكولز,11,3,skwlz,0.988
14259,الثقهه,5,0,Alvqhh,1.681
14260,محزن,22,238,mHzn,-2.452
14261,قنصل,6,2,qnSl,0.736
14262,حز,46,177,Hz,-1.443
14263,اجي,497,517,Ajy,-0.15
14264,خوب,14,9,xwb,0.294
14265,# اسم _ وانطباعك _ عنه,21,26,#Asm_wAnTbAEk_Enh,-0.316
14266,header,6,2,header,0.736
14267,موري,5,6,mwry,-0.265
14268,عتابي,2,13,EtAby,-1.651
14269,قزم,38,48,qzm,-0.33899999999999997
14270,جميعاا,5,1,jmyEAA,0.988
14271,لاشين,7,1,lA$yn,1.275
14272,# محدش,23,4,#mHd$,1.4580000000000002
14273,# نحس,2,10,#nHs,-1.41
14274,مظاليم,4,7,mZAlym,-0.581
14275,ههمم,1,7,hhmm,-1.4969999999999999
14276,bl,7,4,bl,0.359
14277,# معدل,0,5,#mEdl,-1.903
14278,تحريم,33,7,tHrym,1.3359999999999999
14279,جعان,100,117,jEAn,-0.267
14280,جاب,1238,1046,jAb,0.057
14281,افرح,170,254,AfrH,-0.511
14282,مطفي,21,13,mTfy,0.341
14283,بدد,8,19,bdd,-0.91
14284,بوراحة,5,1,bwrAHp,0.988
14285,انلغي,4,10,Anlgy,-0.9
14286,انولد,7,7,Anwld,-0.111
14287,دائرة,38,54,dA}rp,-0.455
14288,عبرة,118,234,Ebrp,-0.792
14289,البيبسي,31,30,Albybsy,-0.079
14290,متلك,49,19,mtlk,0.805
14291,انخسف,2,7,{nxsf,-1.092
14292,متدرب,23,18,mtdrb,0.12300000000000001
14293,. . . . . . . .,82,157,........,-0.755
14294,بتفصلني,9,0,btfSlny,2.1919999999999997
14295,# يوسف _ محي,6,270,#ywsf_mHy,-3.767
14296,عطيناه,5,2,ETynAh,0.5820000000000001
14297,تعاهد,0,8,tEAhd,-2.3080000000000003
14298,ذذذذذذ,8,8,******,-0.111
14299,اتخدعت,5,2,AtxdEt,0.5820000000000001
14300,ملحم,7,2,mlHm,0.87
14301,بنساه,4,15,bnsAh,-1.274
14302,الهمشش,2,13,Alhm$$,-1.651
14303,نصوووت,0,6,nSwwwt,-2.057
14304,بورجوازي,13,7,bwrjwAzy,0.449
14305,بيشمركاوية,6,0,by$mrkAwyp,1.835
14306,اصراحة,11,1,ASrAHp,1.681
14307,اخجل,83,62,Axjl,0.177
14308,هالثنتين,3,9,hAlvntyn,-1.0270000000000001
14309,بيموت,61,79,bymwt,-0.366
14310,سنافيه,5,0,snAfyh,1.681
14311,بيبول,6,11,bybwl,-0.65
14312,جمع,835,831,jmE,-0.106
14313,ميفرقش,8,1,myfrq$,1.393
14314,دعائي,25,25,dEA}y,-0.111
14315,الفضايح,73,23,AlfDAyH,1.015
14316,# قطر _ ايران,5,3,#qTr_AyrAn,0.294
14317,بيعملوها,12,4,byEmlwhA,0.8440000000000001
14318,اجحاف,0,11,AjHAf,-2.596
14319,بعترف,9,37,bEtrf,-1.446
14320,كمان ?,25,10,kmAn?,0.7490000000000001
14321,شنقولك,5,0,$nqwlk,1.681
14322,بتجيبلي,6,10,btjybly,-0.563
14323,زيام,6,15,zyAm,-0.938
14324,"ههههههههههه ,",11,3,"hhhhhhhhhhh,",0.988
14325,عاارف,21,43,EAArf,-0.804
14326,بصل,108,77,bSl,0.22399999999999998
14327,مدموزيل,6,3,mdmwzyl,0.449
14328,ياحاتم,0,5,yAHAtm,-1.903
14329,يابوب,12,0,yAbwb,2.454
14330,صوريني,6,2,Swryny,0.736
14331,keep,57,3,keep,2.563
14332,u,190,175,u,-0.028999999999999998
14333,جايبينها,6,4,jAybynhA,0.225
14334,ببداء,2,6,bbdA',-0.958
14335,بيسقف,5,0,bysqf,1.681
14336,# رف,5,4,#rf,0.071
14337,ياعمرو,30,10,yAEmrw,0.925
14338,# سوريا _ تتجمد _ والعالم _ يتفرج,2,17,#swryA_ttjmd_wAlEAlm_ytfrj,-1.903
14339,عليييك,21,19,Elyyyk,-0.016
14340,# سعيد _ الشهراني,6,39,#sEyd_Al$hrAny,-1.854
14341,اغتيال,19,9,{gtyAl,0.5820000000000001
14342,ايبادي,5,29,AybAdy,-1.72
14343,معانه,3,8,mEAnh,-0.922
14344,استري,21,16,Astry,0.147
14345,ج,102,139,j,-0.418
14346,مزوغ,5,0,mzwg,1.681
14347,= ) ),3370,1924,=)),0.449
14348,هاهاهاهاهاهاه,15,0,hAhAhAhAhAhAh,2.662
14349,وتاخدو,6,1,wtAxdw,1.1420000000000001
14350,بتعجبني,29,2,btEjbny,2.1919999999999997
14351,اضطراري,7,2,{DTrAry,0.87
14352,# اسطورة,25,7,#AsTwrp,1.068
14353,اجدي,38,31,Ajdy,0.087
14354,بسقعه,7,0,bsqEh,1.9680000000000002
14355,حور,49,28,Hwr,0.434
14356,شووو,9,14,$www,-0.517
14357,جزاء,195,126,jzA',0.32299999999999995
14358,كدا ?,25,14,kdA?,0.439
14359,السدحه,0,9,AlsdHh,-2.414
14360,قققلبي,0,13,qqqlby,-2.75
14361,مهايطيه,3,6,mhAyTyh,-0.6709999999999999
14362,rts,21,0,rts,2.98
14363,هتحب,17,9,htHb,0.47700000000000004
14364,صبااااح,17,14,SbAAAAH,0.071
14365,هنادي,19,13,hnAdy,0.24600000000000002
14366,دة,1985,608,dp,1.071
14367,استفادة,35,5,{stfAdp,1.681
14368,9,27434,24964,9,-0.017
14369,", ده",6,3,",dh",0.449
14370,script,5,1,script,0.988
14371,وطمنيني,5,3,wTmnyny,0.294
14372,رادد,16,4,rAdd,1.113
14373,وضعكوا,8,2,wDEkwA,0.988
14374,اليايه,10,21,AlyAyh,-0.804
14375,مادرس,2,10,mAdrs,-1.41
14376,تهايطين,11,5,thAyTyn,0.5820000000000001
14377,بيتنطط,6,1,bytnTT,1.1420000000000001
14378,جرش,3,6,jr$,-0.6709999999999999
14379,تيس,183,164,tys,-0.002
14380,بررررد,4,22,brrrrd,-1.6369999999999998
14381,مشؤوم,0,12,m$Wwm,-2.676
14382,انخمد,10,13,Anxmd,-0.35200000000000004
14383,مغلوط,15,5,mglwT,0.87
14384,تاكي,24,10,tAky,0.71
14385,ياخخذ,0,8,yAxx*,-2.3080000000000003
14386,سينما,191,131,synmA,0.264
14387,الاخواني,14,4,AlAxwAny,0.988
14388,غزا,37,24,gzA,0.308
14389,عوز,53,39,Ewz,0.18899999999999997
14390,جلدي,8,13,jldy,-0.5529999999999999
14391,ينحاش,6,2,ynHA$,0.736
14392,جمس,7,5,jms,0.177
14393,# بتدوس,0,8,#btdws,-2.3080000000000003
14394,متصورة,8,3,mtSwrp,0.7
14395,ياشروق,5,2,yA$rwq,0.5820000000000001
14396,يونق,3,21,ywnq,-1.8159999999999998
14397,فهمتوا,20,10,fhmtwA,0.536
14398,بجول,5,1,bjwl,0.988
14399,الكسار,9,28,AlksAr,-1.176
14400,مسموم,12,5,msmwm,0.662
14401,شوفتوا,28,9,$wftwA,0.9540000000000001
14402,ياخخخي,1,24,yAxxxy,-2.637
14403,مستبشر,5,10,mstb$r,-0.7170000000000001
14404,بريسز,0,8,brysz,-2.3080000000000003
14405,كترهم,3,6,ktrhm,-0.6709999999999999
14406,ظابط,55,22,ZAbT,0.779
14407,ندد,9,3,ndd,0.805
14408,موتر,2,11,mwtr,-1.4969999999999999
14409,راديو,113,64,rAdyw,0.451
14410,- c,0,5,-c,-1.903
14411,mv,2,6,mv,-0.958
14412,الوقت ?,4,5,Alwqt?,-0.293
14413,مجرور,7,2,mjrwr,0.87
14414,هيوصل,18,5,hywSl,1.042
14415,هتفضحينا,5,0,htfDHynA,1.681
14416,يالغالي,145,36,yAlgAly,1.262
14417,مشتمش,5,0,m$tm$,1.681
14418,موافقة,93,35,mwAfqp,0.8490000000000001
14419,عصارة,5,1,ESArp,0.988
14420,ملقاش,7,11,mlqA$,-0.517
14421,مطلب,101,44,mTlb,0.7070000000000001
14422,غش,316,392,g$,-0.326
14423,ميتال,8,7,mytAl,0.006999999999999999
14424,بدييييي,0,5,bdyyyyy,-1.903
14425,هالكلمات,1,9,hAlklmAt,-1.72
14426,الب,64,63,Alb,-0.096
14427,خابر,84,22,xAbr,1.196
14428,# رجع,6,19,#rjE,-1.161
14429,بهت,32,13,bht,0.746
14430,rip,4,14,rip,-1.21
14431,ازف,20,41,Azf,-0.804
14432,# اسكندري,29,11,#Askndry,0.805
14433,شن,161,127,$n,0.125
14434,case,14,7,case,0.518
14435,الخيييير,8,7,Alxyyyyr,0.006999999999999999
14436,شيقولون,0,5,$yqwlwn,-1.903
14437,هااااح,8,3,hAAAAH,0.7
14438,قيادي,16,5,qyAdy,0.93
14439,عقاد,15,6,EqAd,0.716
14440,شبرا,24,20,$brA,0.063
14441,fault,6,4,fault,0.225
14442,li,6,5,li,0.043
14443,يامؤمن,16,4,yAmWmn,1.113
14444,صادز,12,11,SAdz,-0.031
14445,مبحبهاش,20,5,mbHbhA$,1.1420000000000001
14446,علفكره,10,4,Elfkrh,0.677
14447,مخابراتي,6,0,mxAbrAty,1.835
14448,وااضح,11,3,wAADH,0.988
14449,مسويلك,5,7,mswylk,-0.39899999999999997
14450,المشبه,5,0,Alm$bh,1.681
14451,عاصف,33,13,EASf,0.7759999999999999
14452,تكسر,87,193,tksr,-0.902
14453,بياا,1,9,byAA,-1.72
14454,ماداومت,5,9,mAdAwmt,-0.622
14455,# مابعد _ النفط,6,5,#mAbEd_AlnfT,0.043
14456,هبيل,3,8,hbyl,-0.922
14457,aba,4,5,aba,-0.293
14458,ذتويته,6,0,*twyth,1.835
14459,وثيق,19,7,wvyq,0.805
14460,تنلامين,3,10,tnlAmyn,-1.123
14461,يوونس,14,2,ywwns,1.4980000000000002
14462,هاتف,97,109,hAtf,-0.22699999999999998
14463,يونقجاي,0,8,ywnqjAy,-2.3080000000000003
14464,اقليمي,10,1,Aqlymy,1.594
14465,ياعطية,5,0,yAETyp,1.681
14466,وكيذا,16,24,wky*A,-0.49700000000000005
14467,طليعة,13,4,TlyEp,0.919
14468,# sqba _ saqba,9,0,#sqba_saqba,2.1919999999999997
14469,قرش,123,62,qr$,0.5660000000000001
14470,ويت,30,15,wyt,0.55
14471,حوسة,6,14,Hwsp,-0.873
14472,# الهيئة _ تنزل _ طالبات _ من _ الباص,7,3,#Alhy}p_tnzl_TAlbAt_mn_AlbAS,0.5820000000000001
14473,تنادي,3,7,tnAdy,-0.804
14474,# عاطف _ المسمار _ يسال _ عن _ جديدكم,13,0,#EATf_AlmsmAr_ysAl_En_jdydkm,2.528
14475,اكيييييييد,12,2,Akyyyyyyyd,1.355
14476,طفاي,11,1,TfAy,1.681
14477,هايا,19,7,hAyA,0.805
14478,هدا,60,67,hdA,-0.22
14479,اقبل,67,70,Aqbl,-0.154
14480,مربرب,6,6,mrbrb,-0.111
14481,# قلق,5,10,#qlq,-0.7170000000000001
14482,همو,20,28,hmw,-0.434
14483,ايلفيو,3,17,Aylfyw,-1.615
14484,ياحسين,4,17,yAHsyn,-1.392
14485,حصن,8,11,HSn,-0.39899999999999997
14486,درامتي,3,6,drAmty,-0.6709999999999999
14487,ريبة,14,22,rybp,-0.5379999999999999
14488,عاجبتني,27,58,EAjbtny,-0.856
14489,متخرفن,3,8,mtxrfn,-0.922
14490,مويس,61,34,mwys,0.461
14491,جاااد,1,10,jAAAd,-1.8159999999999998
14492,قولد,6,4,qwld,0.225
14493,# سرير,7,12,#sryr,-0.597
14494,# تاب,4,5,#tAb,-0.293
14495,برامجي,0,5,brAmjy,-1.903
14496,حشتيني,5,7,H$tyny,-0.39899999999999997
14497,امرار,5,0,AmrAr,1.681
14498,momkn,5,5,momkn,-0.111
14499,للافس,0,6,llAfs,-2.057
14500,مطبعي,77,14,mTbEy,1.538
14501,صابه,12,5,SAbh,0.662
14502,بتشجعني,8,0,bt$jEny,2.086
14503,بالفوتوشوب,10,2,bAlfwtw$wb,1.188
14504,يبوي,46,45,ybwy,-0.09
14505,: ذ ),5,0,:*),1.681
14506,حولتي,6,3,Hwlty,0.449
14507,الابهار,7,0,AlAbhAr,1.9680000000000002
14508,حموود,3,5,Hmwwd,-0.517
14509,مشبب,6,3,m$bb,0.449
14510,ركبة,212,175,rkbp,0.08
14511,مادلين,5,4,mAdlyn,0.071
14512,احححبك,1,8,AHHHbk,-1.615
14513,بعيونج,1,6,bEywnj,-1.364
14514,بقوللك,7,2,bqwllk,0.87
14515,شحال,12,16,$HAl,-0.379
14516,شريك,120,52,$ryk,0.7140000000000001
14517,42,16,8,42,0.525
14518,وازاي,30,25,wAzAy,0.065
14519,جالية,260,1065,jAlyp,-1.518
14520,# اعلي,5,12,#AEly,-0.884
14521,يشتريلي,0,6,y$tryly,-2.057
14522,عاتشي,18,2,EAt$y,1.735
14523,هدير,65,11,hdyr,1.594
14524,قاصد,179,151,qASd,0.057999999999999996
14525,خباء,2,10,xbA',-1.41
14526,playlist,5,3,playlist,0.294
14527,انفضي,8,17,AnfDy,-0.804
14528,محبش,16,12,mHb$,0.157
14529,المونتاج,8,16,AlmwntAj,-0.747
14530,# وادي,4,5,#wAdy,-0.293
14531,وتجيني,4,30,wtjyny,-1.936
14532,مروري,24,17,mrwry,0.217
14533,رسول,766,938,rswl,-0.313
14534,# عاشق,2,11,#EA$q,-1.4969999999999999
14535,تناقص,6,11,tnAqS,-0.65
14536,انكون,5,2,Ankwn,0.5820000000000001
14537,خصارة,0,6,xSArp,-2.057
14538,اللي,11,7,Ally,0.294
14539,# اساس,6,7,#AsAs,-0.245
14540,حصول,67,61,HSwl,-0.019
14541,اق,20,25,Aq,-0.325
14542,فطيس,15,13,fTys,0.022000000000000002
14543,# بذور _ والامتحانات,8,0,#b*wr_wAlAmtHAnAt,2.086
14544,style,9,4,style,0.5820000000000001
14545,بحلق,11,6,bHlq,0.428
14546,اللسته,11,11,Allsth,-0.111
14547,ماكول,7,25,mAkwl,-1.29
14548,راححه,1,5,rAHHh,-1.21
14549,جدعااااان,5,5,jdEAAAAAn,-0.111
14550,معاكووو,5,1,mEAkwww,0.988
14551,شرير,259,299,$ryr,-0.254
14552,ماكانو,6,4,mAkAnw,0.225
14553,شيمو,16,7,$ymw,0.643
14554,قؤود,10,6,qWwd,0.341
14555,بروحج,10,6,brwHj,0.341
14556,الودن,7,1,Alwdn,1.275
14557,لشاكيري,1,5,l$Akyry,-1.21
14558,سماع,132,93,smAE,0.23600000000000002
14559,صنعة,5,3,SnEp,0.294
14560,تعجيز,5,6,tEjyz,-0.265
14561,معملش,41,15,mEml$,0.8540000000000001
14562,مدرسي,13,15,mdrsy,-0.245
14563,# جمد,0,5,#jmd,-1.903
14564,# ahmedgamal _ on _ cbc,19,2,#ahmedgamal_on_cbc,1.786
14565,رسام,43,54,rsAm,-0.33399999999999996
14566,lzqh * rotfl,0,5,lzqh*rotfl,-1.903
14567,علاوي,13,14,ElAwy,-0.18
14568,راااح,4,30,rAAAH,-1.936
14569,الكارما,5,2,AlkArmA,0.5820000000000001
14570,عبسلام,17,2,EbslAm,1.681
14571,طاعة,157,107,TAEp,0.26899999999999996
14572,كييف,21,31,kyyf,-0.486
14573,شكري,56,11,$kry,1.4469999999999998
14574,قولتلوا,5,0,qwltlwA,1.681
14575,ميري,117,40,myry,0.946
14576,بلاط,29,18,blAT,0.34600000000000003
14577,11 : 59,1,5,11:59,-1.21
14578,wa,6,5,wa,0.043
14579,سخيف,230,283,sxyf,-0.318
14580,ديماريا,9,15,dymAryA,-0.581
14581,احبببك,2,16,AHbbbk,-1.8459999999999999
14582,سدر,17,14,sdr,0.071
14583,# امان,4,6,#AmAn,-0.44799999999999995
14584,فرحتيني,23,14,frHtyny,0.359
14585,مكمن,5,2,mkmn,0.5820000000000001
14586,سبك,47,40,sbk,0.047
14587,وهنكون,10,0,whnkwn,2.287
14588,وينعاد,22,2,wynEAd,1.926
14589,زمزم,22,13,zmzm,0.385
14590,مشربش,6,3,m$rb$,0.449
14591,يتشال,6,3,yt$Al,0.449
14592,هبقي,455,85,hbqy,1.557
14593,ذوقي,20,32,*wqy,-0.563
14594,استنفار,6,4,{stnfAr,0.225
14595,مهنا,13,12,mhnA,-0.037000000000000005
14596,مطلعينه,4,5,mTlEynh,-0.293
14597,زووء,5,0,zww',1.681
14598,حي,1352,1275,Hy,-0.052000000000000005
14599,اسلامي,465,172,AslAmy,0.88
14600,استهل,16,4,{sthl,1.113
14601,منتاز,10,4,mntAz,0.677
14602,هاللحظات,1,5,hAllHZAt,-1.21
14603,# كره,29,37,#krh,-0.34700000000000003
14604,دايو,0,9,dAyw,-2.414
14605,هتطلعي,11,1,htTlEy,1.681
14606,عبدلي,13,12,Ebdly,-0.037000000000000005
14607,البطاط,7,1,AlbTAT,1.275
14608,صحا,81,192,SHA,-0.9670000000000001
14609,زاتي,6,3,zAty,0.449
14610,هاتلك,9,2,hAtlk,1.093
14611,قصدج,28,3,qSdj,1.87
14612,هيرد,38,14,hyrd,0.8440000000000001
14613,اتاجلت,4,8,AtAjlt,-0.6990000000000001
14614,كابتشينو,21,11,kAbt$ynw,0.495
14615,عتيد,3,10,Etyd,-1.123
14616,ايديت,7,3,Aydyt,0.5820000000000001
14617,شهيداا,0,6,$hydAA,-2.057
14618,مبدا,306,110,mbdA,0.9059999999999999
14619,رافضي,7,1,rAfDy,1.275
14620,رفيجي,4,6,rfyjy,-0.44799999999999995
14621,شذنبي,0,18,$*nby,-3.055
14622,هالسماجه,2,5,hAlsmAjh,-0.804
14623,جمبهم,5,5,jmbhm,-0.111
14624,بيلبقلك,7,4,bylbqlk,0.359
14625,ماتزعليش,12,1,mAtzEly$,1.761
14626,مدقوق,2,5,mdqwq,-0.804
14627,راائع,5,1,rAA}E,0.988
14628,يبقو,16,12,ybqw,0.157
14629,ايعجز,0,5,AyEjz,-1.903
14630,همساتها,6,0,hmsAthA,1.835
14631,ياجابر,0,14,yAjAbr,-2.819
14632,وبعطيك,3,6,wbETyk,-0.6709999999999999
14633,فكرتيني,78,18,fkrtyny,1.314
14634,كثف,11,30,kvf,-1.06
14635,قلقانه,6,14,qlqAnh,-0.873
14636,يقوول,3,19,yqwwl,-1.72
14637,بتفسح,6,1,btfsH,1.1420000000000001
14638,شتبين,42,19,$tbyn,0.654
14639,التقيل,25,8,Altqyl,0.95
14640,# حتي,6,7,#Hty,-0.245
14641,ياليتنا,1,14,yAlytnA,-2.126
14642,اتهنت,0,8,Athnt,-2.3080000000000003
14643,بنتقابل,3,10,bntqAbl,-1.123
